"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"533252","WELINV","Welspun Investments","T","5.0000","1","ES","E","BSE","504.0000","456.0000","","","-1"
"532702","GSPL","Gujarat State Petronet Ltd","A","5.0000","1","ES","E","BSE","344.8000","229.9000","","","-1"
"530805","OIVL","Onesource Ideas Venture L","X","1.0000","1","ES","E","BSE","78.0800","70.6600","","","-1"
"519475","CHORDIA","Chordia Food Products","XT","5.0000","1","ES","E","BSE","89.7500","81.2500","","","-1"
"532859","HGS","Hinduja Global Solutions","A","5.0000","1","ES","E","BSE","1203.1500","802.1500","","","-1"
"512565","NEELKANTH","R.T.Exports","XT","1.0000","1","ES","E","BSE","49.7500","47.8100","","","-1"
"530577","LADDERUP","Ladderup Finance","X","1.0000","1","ES","E","BSE","28.1400","18.7600","","","-1"
"538598","VISHAL","Vishal Fabrics","B","1.0000","1","ES","E","BSE","22.2200","14.8200","","","-1"
"500870","CASTROLIND","Castrol India","A","5.0000","1","ES","E","BSE","168.0000","112.0000","","","-1"
"530565","SSLFINANCE","Archana Software","XT","1.0000","1","ES","E","BSE","16.0000","15.3800","","","-1"
"530797","SHGANEL","Shree Ganesh Elastoplast","XT","1.0000","1","ES","E","BSE","14.5900","13.2100","","","-1"
"542649","RVNL","Rail Vikas Nigam","A","5.0000","1","ES","E","BSE","200.2000","133.5000","","","-1"
"533151","DBCORP","D B Corp","B","5.0000","1","ES","E","BSE","265.5500","217.3500","","","-1"
"524558","NEULANDLAB","Neuland Laboratories","A","5.0000","1","ES","E","BSE","4373.8000","2915.9000","","","-1"
"538610","UNISON","Unison Metals","X","1.0000","1","ES","E","BSE","26.6500","17.7700","","","-1"
"519612","MAHAANF","Mahaan Foods","X","1.0000","1","ES","E","BSE","34.3600","22.9200","","","-1"
"538273","RESPONSINF","Response Informatics","XT","1.0000","1","ES","E","BSE","44.0300","39.8500","","","-1"
"524129","VINYLINDIA","Vinyl Chemicals","B","5.0000","1","ES","E","BSE","531.6500","354.4500","","","-1"
"505355","NESCO","NESCO","A","5.0000","1","ES","E","BSE","822.6000","548.4000","","","-1"
"523836","GUJRAFIA","Gujarat Raffia Industries","T","1.0000","1","ES","E","BSE","39.3100","35.5700","","","-1"
"530733","ENCODE","Nova Publications India L","X","1.0000","1","ES","E","BSE","7.6400","6.9200","","","-1"
"509650","ZHINDHSG","Hindustan Housing","XT","1.0000","1","ES","E","BSE","40.6700","36.8100","","","-1"
"539834","BALGOPAL","Balgopal Commercial Limit","X","1.0000","1","ES","E","BSE","21.6300","19.5700","","","-1"
"500288","MOREPENLAB","Morepen Laboratories","A","1.0000","1","ES","E","BSE","43.6200","29.0800","","","-1"
"524414","NORRIS","Norris Medicines","X","1.0000","1","ES","E","BSE","12.4400","10.1800","","","-1"
"539593","SHIVA","Shivansh Finserv","XT","1.0000","1","ES","E","BSE","5.1300","4.6500","","","-1"
"500290","MRF","MRF","A","5.0000","1","ES","E","BSE","119488.7500","97763.5500","","","-1"
"538562","SKIPPER","Skipper","B","5.0000","1","ES","E","BSE","260.0000","173.4000","","","-1"
"500317","OSWALAGRO","Oswal Agro Mills","B","1.0000","1","ES","E","BSE","40.0300","26.6900","","","-1"
"526550","CCHHL","Country Club Hospitality","T","1.0000","1","ES","E","BSE","9.5900","8.6900","","","-1"
"524748","LINKPH","Link Pharma Chem","XT","1.0000","1","ES","E","BSE","46.9800","45.1400","","","-1"
"532407","MOSCHIP","Moschip Technologies Limi","B","1.0000","1","ES","E","BSE","107.1000","71.4000","","","-1"
"542857","GREENPANEL","Greenpanel Industries Lim","A","5.0000","1","ES","E","BSE","451.9000","301.3000","","","-1"
"508969","SULABEN","Sulabh Engineers & Services","X","1.0000","1","ES","E","BSE","8.6800","7.8600","","","-1"
"526173","ANDREWYU","Andrew Yule & Company","B","1.0000","1","ES","E","BSE","43.5400","29.0400","","","-1"
"500206","MARGOFIN","Margo Finance","X","1.0000","1","ES","E","BSE","36.5500","24.3700","","","-1"
"501298","INDPRUD","Industrial & Prudential Inv.","X","5.0000","1","ES","E","BSE","4418.7500","2945.8500","","","-1"
"523054","ZBINTXPP","Binayak Tex Processors Lt","XT","5.0000","1","ES","E","BSE","876.6500","793.2500","","","-1"
"501700","INDIANVSH","Indianivesh","XT","1.0000","1","ES","E","BSE","36.8200","33.3200","","","-1"
"500136","ESTER","Ester Ind.","B","1.0000","1","ES","E","BSE","112.2200","74.8200","","","-1"
"509084","PHOTON","Photon Capital Advisors","XT","1.0000","1","ES","E","BSE","53.2400","48.1800","","","-1"
"540902","AMBER","Amber Enterprises","A","5.0000","1","ES","E","BSE","3559.5500","2373.0500","","","-1"
"526335","SHREYASI","Shreyas Intermediates","XT","1.0000","1","ES","E","BSE","11.3200","10.8800","","","-1"
"530723","ASITCFIN","Asit C.Mehta Financial Se","X","5.0000","1","ES","E","BSE","135.6000","122.7000","","","-1"
"533285","RDBRIL","Rdb Realty & Infrastructu","XT","1.0000","1","ES","E","BSE","54.6100","44.6900","","","-1"
"500407","SWARAJENG","Swaraj Engines","B","5.0000","1","ES","E","BSE","2354.8500","1569.9500","","","-1"
"519383","ANIKINDS","Anik Industries","T","1.0000","1","ES","E","BSE","39.9000","36.1000","","","-1"
"516096","SANPA","Sangal Papers","XT","5.0000","1","ES","E","BSE","199.9500","180.9500","","","-1"
"539042","AGIIL","Agi Infra","X","5.0000","1","ES","E","BSE","717.4000","478.3000","","","-1"
"532286","JINDALSTEL","Jindal Steel","A","5.0000","1","ES","E","BSE","751.4500","614.8500","","","-1"
"532456","COMPUAGE","Compuage Infocom","B","1.0000","1","ES","E","BSE","15.0300","10.0300","","","-1"
"532174","ICICIBANK","ICICI Bank","A","5.0000","1","ES","E","BSE","1045.3000","855.3000","","","-1"
"512277","AUTOINT","Autoriders International","XT","1.0000","1","ES","E","BSE","30.0700","3.0100","","","-1"
"524075","ALBERTDA","Albert David","B","5.0000","1","ES","E","BSE","901.3000","600.9000","","","-1"
"539115","ALAN SCOTT","Alan Scott Industries","XT","1.0000","1","ES","E","BSE","67.5400","64.9000","","","-1"
"530461","SABOOSOD","Saboo Sodium Chloro","XT","1.0000","1","ES","E","BSE","20.2600","18.3400","","","-1"
"507498","PICCASUG","Piccadily Sugar & Allied","XT","1.0000","1","ES","E","BSE","30.6300","27.7300","","","-1"
"537820","VFL","Viji Finance","T","1.0000","1","ES","E","BSE","2.0000","1.8200","","","-1"
"531323","JAYIND","Jayatma Industries Limite","XT","1.0000","1","ES","E","BSE","10.1400","9.7600","","","-1"
"507815","GILLETTE","Gillette India","A","5.0000","1","ES","E","BSE","7189.9000","4793.3000","","","-1"
"532845","TGBHOTELS","Tgb Banquets And Hotels L","B","1.0000","1","ES","E","BSE","10.1600","9.2000","","","-1"
"501477","MULLER","Muller & Phipps","XT","5.0000","1","ES","E","BSE","174.5500","157.9500","","","-1"
"539404","SATIN","Satin Creditcare Network","B","5.0000","1","ES","E","BSE","285.9500","190.6500","","","-1"
"531552","RAGHUTOB","Raghunath Tobacco","X","1.0000","1","ES","E","BSE","21.8200","14.5600","","","-1"
"540153","ENDURANCE","Endurance Technologies","A","5.0000","1","ES","E","BSE","1922.8500","1281.9500","","","-1"
"500103","BHEL","BHEL","A","5.0000","1","ES","E","BSE","136.8000","112.0000","","","-1"
"532904","SUPREMEINF","Supreme Infrastructure In","T","1.0000","1","ES","E","BSE","27.0300","25.9700","","","-1"
"532160","GUJSTATFIN","Gujarat State Financial C","T","1.0000","1","ES","E","BSE","11.4500","10.3700","","","-1"
"513729","AROGRANITE","Aro Granite Industries","B","1.0000","1","ES","E","BSE","67.8800","45.2600","","","-1"
"509162","INDAG","Indag Rubber","X","5.0000","1","ES","E","BSE","143.0000","129.4000","","","-1"
"522001","CRANEX","Cranex","XT","1.0000","1","ES","E","BSE","38.2300","34.5900","","","-1"
"531952","RIBATEX","Riba Textiles","XT","1.0000","1","ES","E","BSE","59.9800","40.0000","","","-1"
"524218","RESONANCE","Resonance Specialties","X","1.0000","1","ES","E","BSE","106.1200","70.7600","","","-1"
"508905","SMIFS","Smifs Capital Markets","X","1.0000","1","ES","E","BSE","44.4800","40.2600","","","-1"
"506197","BLISSGVS","Bliss Gvs Pharma","B","1.0000","1","ES","E","BSE","110.2000","73.4800","","","-1"
"504959","STOVACQ","Stovec Ind.","X","5.0000","1","ES","E","BSE","2900.5000","1933.7000","","","-1"
"519604","SURFI","Suryo Foods & Industries","XT","1.0000","1","ES","E","BSE","9.2400","8.3600","","","-1"
"530215","KINGSINFR","Kings Infra Ventures Limi","XT","5.0000","1","ES","E","BSE","157.8000","142.8000","","","-1"
"509930","SUPREMEIND","Supreme Industries","A","5.0000","1","ES","E","BSE","4926.5000","3284.4000","","","-1"
"532400","BSOFT","Birlasoft","A","5.0000","1","ES","E","BSE","536.4500","438.9500","","","-1"
"532951","GSS","GSS Infotech","B","5.0000","1","ES","E","BSE","245.6000","163.8000","","","-1"
"524208","AARTIIND","Aarti Industries","A","5.0000","1","ES","E","BSE","549.2000","449.4000","","","-1"
"532478","UBL","United Breweries","A","5.0000","1","ES","E","BSE","1719.4000","1406.8000","","","-1"
"539437","IDFCFIRSTB","IDFC First Bank","A","1.0000","1","ES","E","BSE","102.8800","84.1800","","","-1"
"532350","PADMALAYAT","Padmalaya Telefilms","Z","1.0000","1","ES","E","BSE","2.6300","2.3900","","","-1"
"539946","BAZELINTER","Bazel International Limit","XT","1.0000","1","ES","E","BSE","31.5000","28.5000","","","-1"
"532425","GENUSPRIME","Genus Prime Infra","X","1.0000","1","ES","E","BSE","16.4400","14.8800","","","-1"
"523660","WATERBASE","Waterbase","B","1.0000","1","ES","E","BSE","99.8700","66.5900","","","-1"
"535719","QUEST","Quest Softech","X","1.0000","1","ES","E","BSE","64.4800","58.3400","","","-1"
"536868","INTELSOFT","Integra Telecommunication","X","1.0000","1","ES","E","BSE","13.1800","8.8000","","","-1"
"532771","JHS","Jhs Svendgaard Laboratori","T","1.0000","1","ES","E","BSE","22.3900","21.5300","","","-1"
"540673","SIS","SIS Limited","A","5.0000","1","ES","E","BSE","507.5000","338.4000","","","-1"
"513699","SOLIDSTON","Solid Stone Company","XT","1.0000","1","ES","E","BSE","29.9000","27.0600","","","-1"
"530655","GOODLUCK","Goodluck India","B","5.0000","1","ES","E","BSE","702.3500","468.2500","","","-1"
"532466","OFSS","Oracle Financial Services","A","5.0000","1","ES","E","BSE","4615.4000","3776.3000","","","-1"
"532548","CENTURYPLY","Century Plyboards","A","5.0000","1","ES","E","BSE","766.2500","510.8500","","","-1"
"507474","KFBL","Kothari Fermentation & Biochem","X","1.0000","1","ES","E","BSE","64.0400","42.7000","","","-1"
"512553","ZENITHEXPO","Zenith Exports","T","1.0000","1","ES","E","BSE","122.1300","110.5100","","","-1"
"522027","EMAINDIA","Ema India","X","1.0000","1","ES","E","BSE","17.1500","15.5300","","","-1"
"531338","MILESTONE","Milestone Global","X","1.0000","1","ES","E","BSE","17.8500","16.1500","","","-1"
"523144","MEDICAPQ","Medi-Caps","X","1.0000","1","ES","E","BSE","47.1600","31.4400","","","-1"
"532301","TATACOFFEE","Tata Coffee","A","5.0000","1","ES","E","BSE","309.2000","206.2000","","","-1"
"500672","NOVARTIND","Novartis","B","5.0000","1","ES","E","BSE","875.2000","583.5000","","","-1"
"532967","KIRIINDUS","Kiri Industries","A","5.0000","1","ES","E","BSE","333.9500","222.6500","","","-1"
"523610","ITI","ITI","A","5.0000","1","ES","E","BSE","209.9000","171.8000","","","-1"
"532839","DISHTV","Dish TV","A","1.0000","1","ES","E","BSE","22.0800","14.7200","","","-1"
"538875","SELLWIN","Sellwin Traders","XT","1.0000","1","ES","E","BSE","11.5500","10.4500","","","-1"
"502958","LAKSHMIMIL","Lakshmi Mills Company","X","5.0000","1","ES","E","BSE","4620.3000","3080.2000","","","-1"
"522064","HONDAPOWER","Honda India Power Products","B","5.0000","1","ES","E","BSE","3201.1000","2134.1000","","","-1"
"532134","BANKBARODA","Bank Of Baroda","A","5.0000","1","ES","E","BSE","236.9000","193.9000","","","-1"
"540699","DIXON","Dixon Technologies","A","5.0000","1","ES","E","BSE","5289.4000","4327.7000","","","-1"
"538652","HCLTD","Hind Commerce","X","1.0000","1","ES","E","BSE","4.0000","3.6200","","","-1"
"505744","FMGOETZE","Federal-Mogul Goetze","B","5.0000","1","ES","E","BSE","427.5500","285.0500","","","-1"
"533227","AHLEAST","Asian Hotels (East)","B","5.0000","1","ES","E","BSE","152.9000","125.1000","","","-1"
"531758","GKCONS","G.K.Consultants","XT","1.0000","1","ES","E","BSE","9.6600","8.7400","","","-1"
"511431","VAKRANGEE","Vakrangee","A","1.0000","1","ES","E","BSE","20.0600","13.3800","","","-1"
"524200","VINATIORGA","Vinati Organics","A","5.0000","1","ES","E","BSE","2213.8000","1475.9000","","","-1"
"539910","KOCL","Kome-On Communication Lim","XT","1.0000","1","ES","E","BSE","2.1600","1.9600","","","-1"
"533270","BEDMUTHA","Bedmutha Industries","B","1.0000","1","ES","E","BSE","90.0200","60.0200","","","-1"
"507962","RAJATH","Rajath Finance","X","1.0000","1","ES","E","BSE","18.8400","17.0600","","","-1"
"521248","KITEX","Kitex Garments","B","5.0000","1","ES","E","BSE","233.8000","155.9000","","","-1"
"531642","MARICO","Marico","A","5.0000","1","ES","E","BSE","631.0000","516.3000","","","-1"
"532941","CORDSCABLE","Cords Cable Industries","T","1.0000","1","ES","E","BSE","115.5000","77.0000","","","-1"
"542484","ARVINDFASN","Arvind Fashions","A","5.0000","1","ES","E","BSE","381.7500","254.5500","","","-1"
"514142","TTL","T T","B","1.0000","1","ES","E","BSE","112.7100","75.1500","","","-1"
"522294","TIGLOB","T & I Global","X","5.0000","1","ES","E","BSE","212.7000","192.5000","","","-1"
"521234","SRINACHA","Sri Nachammai Cotton Mill","X","1.0000","1","ES","E","BSE","39.7900","26.5300","","","-1"
"538476","CTL","Capital Trade Links","XT","1.0000","1","ES","E","BSE","32.3800","29.3000","","","-1"
"539201","SATIA","Satia Industries","B","5.0000","1","ES","E","BSE","157.4000","105.0000","","","-1"
"526481","PHOENXINTL","Phoenix International","XT","1.0000","1","ES","E","BSE","30.9600","28.0200","","","-1"
"530185","SURATEX","Surat Textile Mills","X","1.0000","1","ES","E","BSE","10.8200","7.2200","","","-1"
"539290","OSWALGREEN","Oswal greentech limited","B","1.0000","1","ES","E","BSE","29.4400","19.6400","","","-1"
"532651","SPLIL","Spl Industries","B","1.0000","1","ES","E","BSE","76.9000","51.2800","","","-1"
"533758","APLAPOLLO","Apl Apollo Tubes","A","5.0000","1","ES","E","BSE","1894.9000","1263.3000","","","-1"
"540359","PARMAX","Parmax Pharma","X","1.0000","1","ES","E","BSE","37.3300","24.8900","","","-1"
"512068","DECNGOLD","Deccan Gold Mines","XT","1.0000","1","ES","E","BSE","101.2500","91.6100","","","-1"
"500495","ESCORTS","Escorts Kubota","A","5.0000","1","ES","E","BSE","3438.2500","2813.1500","","","-1"
"509715","JAYSHREETEA","Jay Shree Tea & Ind.","B","1.0000","1","ES","E","BSE","128.3400","85.5600","","","-1"
"542904","UJJIVANSFB","Ujjivan Small Finance Bank","A","1.0000","1","ES","E","BSE","59.0500","39.3700","","","-1"
"511012","YAMNINV","Yamini Investments Co.","XT","1.0000","1","ES","E","BSE","0.8500","0.7700","","","-1"
"532918","RATHIBAR","Rathi Bars","X","1.0000","1","ES","E","BSE","29.9000","19.9400","","","-1"
"500360","RAPICUT","Rapicut Carbides","XT","1.0000","1","ES","E","BSE","69.2000","62.6200","","","-1"
"521210","CITYMAN","Cityman","XT","1.0000","1","ES","E","BSE","19.7400","17.8600","","","-1"
"530585","SWASTIKA","Swastika Investmart","XT","5.0000","1","ES","E","BSE","312.3500","282.6500","","","-1"
"522005","AUSTENG","Austin Engineering Co.Ltd","X","5.0000","1","ES","E","BSE","192.0500","128.0500","","","-1"
"500049","BEL","Bharat Electronics","A","5.0000","1","ES","E","BSE","149.6500","122.4500","","","-1"
"512463","SHRGLTR","Shree Global Tradefin","T","1.0000","1","ES","E","BSE","36.3000","32.8600","","","-1"
"505594","MULTIIN","Multiplus Holdings","XT","1.0000","1","ES","E","BSE","34.4400","31.1600","","","-1"
"531281","MARBLE","PG Industry","XT","1.0000","1","ES","E","BSE","15.7500","14.2500","","","-1"
"515147","HALDYNGL","Haldyn Glass","X","5.0000","1","ES","E","BSE","121.3000","80.9000","","","-1"
"539091","CITL","Consecutive Investments &","X","1.0000","1","ES","E","BSE","39.6200","35.8600","","","-1"
"530951","RAMINFO","Raminfo","X","5.0000","1","ES","E","BSE","118.0500","78.7500","","","-1"
"531199","GLANCE","Glance Finance","X","1.0000","1","ES","E","BSE","63.7300","57.6700","","","-1"
"532366","PNBGILTS","PNB Gilts","B","1.0000","1","ES","E","BSE","97.8600","65.2400","","","-1"
"539228","GGPL","Gala Global Products Limi","XT","1.0000","1","ES","E","BSE","5.0700","4.8900","","","-1"
"524669","HESTERBIO","Hester Biosciences","B","5.0000","1","ES","E","BSE","2014.2500","1342.8500","","","-1"
"512634","SAVERA","Savera Industries","XT","1.0000","1","ES","E","BSE","85.9400","77.7600","","","-1"
"500267","MAJESAUT","Majestic Auto","X","5.0000","1","ES","E","BSE","213.4000","142.3000","","","-1"
"539762","MEAPL","Modern engineering and projects","XT","1.0000","1","ES","E","BSE","28.8200","26.0800","","","-1"
"530601","JAGSONFI","Jagsonpal Finance & Leasi","XT","1.0000","1","ES","E","BSE","6.1600","5.9200","","","-1"
"542655","VIKASLIFE","VIKAS Lifecare","B","1.0000","1","ES","E","BSE","6.0700","4.9700","","","-1"
"524394","VIMTALABS","Vimta Labs","B","5.0000","1","ES","E","BSE","645.0500","430.0500","","","-1"
"500850","INDHOTEL","Indian Hotels","A","5.0000","1","ES","E","BSE","446.7000","365.5000","","","-1"
"530799","ANNAINFRA","Anna Infrastructures","X","1.0000","1","ES","E","BSE","11.0300","9.9900","","","-1"
"538563","ADARSH","Adarsh Mercantile","XT","1.0000","1","ES","E","BSE","6.3100","5.7100","","","-1"
"500650","EXCELINDUS","Excel Industries","B","5.0000","1","ES","E","BSE","1070.2000","713.5000","","","-1"
"505212","JAINEX","Jainex Aamcol","XT","5.0000","1","ES","E","BSE","168.0000","152.0000","","","-1"
"520056","TVSHLTD","TVS Holdings","A","5.0000","1","ES","E","BSE","6798.4500","4532.3500","","","-1"
"531525","ACESOFT","Ace Software Exports","XT","1.0000","1","ES","E","BSE","28.2900","25.6100","","","-1"
"500257","LUPIN","Lupin","A","5.0000","1","ES","E","BSE","1206.7500","987.3500","","","-1"
"500483","TATACOMM","Tata Communications","A","5.0000","1","ES","E","BSE","2064.1500","1688.8500","","","-1"
"590086","ORISSAMINE","Orissa Minerals Developme","B","5.0000","1","ES","E","BSE","5606.5000","3737.7000","","","-1"
"539819","MUDRA","Mudra Financial Services","X","1.0000","1","ES","E","BSE","4.3000","3.9000","","","-1"
"522073","HITECHGEAR","The Hi-Tech Gears","B","5.0000","1","ES","E","BSE","446.0000","297.4000","","","-1"
"506854","TANFACIND","Tanfac Ind.","B","5.0000","1","ES","E","BSE","1903.3500","1722.1500","","","-1"
"511147","WSFX","Wall Street Finance","XT","1.0000","1","ES","E","BSE","50.6500","45.8300","","","-1"
"531287","NATPLASTI","National Plastic Technolo","XT","5.0000","1","ES","E","BSE","235.6000","226.4000","","","-1"
"530129","NILE","Nile","X","5.0000","1","ES","E","BSE","835.6000","557.1000","","","-1"
"500260","RAMCOCEM","The Ramco Cements","A","5.0000","1","ES","E","BSE","945.1500","773.3500","","","-1"
"590065","IMPAL","India Motor Parts & Acces","B","5.0000","1","ES","E","BSE","961.1000","640.8000","","","-1"
"506390","HEUBACHIND","Clariant Chemicals","B","5.0000","1","ES","E","BSE","584.1500","389.4500","","","-1"
"539217","SRESTHA","Srestha Finvest","XT","1.0000","1","ES","E","BSE","1.3600","1.2400","","","-1"
"500645","DEEPAKFERT","Deepak Fertilizers & Petr","A","5.0000","1","ES","E","BSE","748.8500","499.2500","","","-1"
"532156","VAIBHAVGBL","Vaibhav Global","A","5.0000","1","ES","E","BSE","528.7000","352.5000","","","-1"
"513430","MAITRI","Maitri Enterprises Limite","XT","1.0000","1","ES","E","BSE","33.3300","30.1700","","","-1"
